node	x	y	z
76008	736444.772900	4781756.192993	0.000000
76009	736746.261047	4782636.242344	0.000000
76010	736725.131615	4782640.844537	0.000000
76068	739566.507329	4777389.521249	0.000000
76091	739980.991978	4777475.971003	0.000000
76092	739773.388494	4777497.686383	0.000000
76113	739758.736113	4777554.315437	0.000000
76115	739764.826247	4777560.901336	0.000000
76117	739612.676070	4777586.462940	0.000000
76119	739639.320442	4777613.431202	0.000000
76125	739654.534616	4777629.289266	0.000000
76133	739601.177648	4777678.085827	0.000000
76137	740164.278198	4777724.283952	0.000000
76142	740202.878520	4777766.754502	0.000000
76154	740355.035438	4777929.688034	0.000000
76156	740342.624312	4777933.042138	0.000000
76157	740419.519312	4777956.081895	0.000000
76158	740395.664187	4777965.626215	0.000000
76159	740399.562615	4777998.055852	0.000000
76162	739333.448129	4777599.980044	0.000000
76164	739375.167165	4777577.938215	0.000000
76170	739643.874717	4777561.528598	0.000000
76171	739299.490576	4777713.265144	0.000000
76173	739227.350685	4777763.940120	0.000000
76174	739232.974244	4777724.651412	0.000000
76265	736892.048628	4785346.319708	0.000000
76266	736889.808621	4785363.666069	0.000000
76267	736902.304397	4785322.414119	0.000000
76308	739538.800339	4777355.432741	0.000000
76347	739491.302636	4777366.595680	0.000000
76359	742927.150411	4777255.188241	0.000000
76478	736566.135348	4781753.838797	0.000000
76479	737126.504001	4781641.406543	0.000000
76483	736575.690116	4781771.962102	0.000000
76485	736932.695327	4781701.763264	0.000000
76487	736337.906049	4781580.018338	0.000000
76488	737045.782428	4781635.992669	0.000000
76489	737148.707170	4781658.192306	0.000000
76492	736555.971038	4781848.579336	0.000000
76494	736522.600139	4781775.498673	0.000000
76495	737035.965638	4781556.924437	0.000000
76497	736595.722244	4781766.209166	0.000000
76499	736256.509310	4781529.545583	0.000000
76502	737162.781555	4781587.695491	0.000000
76503	736385.980535	4781678.026859	0.000000
76512	736950.315810	4781690.934707	0.000000
76516	736525.603203	4781879.770347	0.000000
76522	736992.810529	4781639.363000	0.000000
76524	736348.288977	4781666.221085	0.000000
76527	736262.633158	4781592.360627	0.000000
76530	736536.736200	4781802.120746	0.000000
76533	736971.442027	4781579.418580	0.000000
76538	736939.415262	4781720.611299	0.000000
76539	736617.206369	4781831.326815	0.000000
76540	736323.378499	4781548.924286	0.000000
76543	736289.948746	4781613.201586	0.000000
76545	736603.089137	4781787.781335	0.000000
76546	736338.017732	4781696.843213	0.000000
76550	737229.260451	4781490.436622	0.000000
76554	736228.449806	4781587.126624	0.000000
76583	762468.070864	4807318.569703	0.000000
76595	754057.830118	4787518.869747	0.000000
76606	765063.657220	4807278.928719	0.000000
76722	741832.465792	4774780.311013	0.000000
76728	738729.895992	4772764.966702	0.000000
76740	739091.970786	4779447.396310	0.000000
76742	739098.505988	4779456.810637	0.000000
76750	739082.729906	4779545.681785	0.000000
76759	735393.556544	4775966.870852	0.000000
76833	735438.614832	4776018.318574	0.000000
76834	735432.125008	4776021.975083	0.000000
76849	735412.148312	4776099.787015	0.000000
76850	735495.248351	4776106.159411	0.000000
76852	735489.731313	4776109.960655	0.000000
76856	735355.457768	4776113.174324	0.000000
76861	735415.495834	4776138.286164	0.000000
76875	735294.350794	4776155.853335	0.000000
76922	736319.434733	4775331.005999	0.000000
76923	736303.844804	4775331.978002	0.000000
76926	736162.984057	4775355.953080	0.000000
76959	741077.288362	4775684.101989	0.000000
76963	741334.887184	4775742.442003	0.000000
76996	739255.351737	4779480.877534	0.000000
77000	739271.824341	4779539.857228	0.000000
77003	739309.648964	4779567.829166	0.000000
77009	739071.814540	4779661.511045	0.000000
77010	739082.535858	4779666.046202	0.000000
77016	748977.509368	4794673.576051	0.000000
77025	748986.956624	4794528.778838	0.000000
77028	748969.470126	4794785.572649	0.000000
77035	749065.073658	4794622.976800	0.000000
77050	748943.664782	4794568.270965	0.000000
77060	735397.393684	4775953.671385	0.000000
77072	735240.158161	4776108.438998	0.000000
77088	735406.763661	4776188.010042	0.000000
77089	735378.097515	4776204.833288	0.000000
77097	735433.512249	4776243.707012	0.000000
77099	735379.051757	4776272.771325	0.000000
77110	735458.081332	4776326.637687	0.000000
77122	735145.200175	4775638.835707	0.000000
77124	735015.826881	4775722.572793	0.000000
77502	738775.998618	4778841.574551	0.000000
77504	738781.977555	4778836.913702	0.000000
77505	738805.927609	4778844.013643	0.000000
77509	738783.669988	4778931.301372	0.000000
77523	739139.561458	4779710.792701	0.000000
77745	762921.538885	4807913.985814	0.000000
77746	762736.796783	4807911.509565	0.000000
77749	762919.373611	4807956.248427	0.000000
77750	762739.599431	4807949.571742	0.000000
77751	762910.464537	4807969.171716	0.000000
77752	762753.470110	4807964.883509	0.000000
77768	763081.173485	4808274.020207	0.000000
77769	762695.245322	4808330.391013	0.000000
77773	762680.155086	4808332.884929	0.000000
77776	762580.508872	4808347.695135	0.000000
77782	762710.716629	4808425.041695	0.000000
77783	762683.924653	4808447.413757	0.000000
77784	762433.036004	4807909.026731	0.000000
77785	762416.880482	4807908.432083	0.000000
77786	738772.438339	4778449.547573	0.000000
77788	738759.572798	4778483.589934	0.000000
77789	738699.691730	4778482.069864	0.000000
77791	738730.237956	4778535.280335	0.000000
77792	738773.592052	4778552.589624	0.000000
77821	734833.168943	4778705.592923	0.000000
77858	741007.343509	4775595.594896	0.000000
77859	741035.145710	4775668.067376	0.000000
77860	741006.850522	4775696.468261	0.000000
77862	741351.390811	4775742.392292	0.000000
77878	739043.491863	4777138.321350	0.000000
77880	739052.602140	4777154.297392	0.000000
77881	739003.752848	4777148.703473	0.000000
77882	738984.374495	4777186.242305	0.000000
77883	736341.225806	4781441.974412	0.000000
77891	739815.324311	4777865.636914	0.000000
77892	739736.430857	4777892.850906	0.000000
77900	739529.648616	4778043.624197	0.000000
77901	739496.476941	4777991.963349	0.000000
77903	739484.095139	4777961.126747	0.000000
77912	739538.019551	4777810.592485	0.000000
77913	739484.094963	4777866.330821	0.000000
77915	739520.949808	4777956.917855	0.000000
77918	739480.770658	4777944.230194	0.000000
77919	739497.068005	4777853.465301	0.000000
77920	736171.391373	4781518.707861	0.000000
77922	736181.344792	4781652.075045	0.000000
77923	736192.195082	4781693.660218	0.000000
77924	736223.676468	4781742.010452	0.000000
77926	736364.679188	4781845.502258	0.000000
77927	736395.669804	4781901.831295	0.000000
77932	736832.314382	4782038.104241	0.000000
77933	736720.076986	4782046.230430	0.000000
77934	736479.844895	4782064.765044	0.000000
77935	736448.697807	4782103.423763	0.000000
77936	736442.910644	4782127.996882	0.000000
77938	736511.653779	4782200.082692	0.000000
77939	736539.908749	4782204.812059	0.000000
77940	736620.767222	4782198.127172	0.000000
77942	736597.432821	4782203.831846	0.000000
77972	739749.312998	4776640.272374	0.000000
77984	739743.995075	4776674.022853	0.000000
77990	739742.819621	4776688.448321	0.000000
78014	739485.797580	4776953.114865	0.000000
78017	739460.095153	4776965.333143	0.000000
78025	739421.135749	4776974.806292	0.000000
78067	739434.329532	4776996.052521	0.000000
78068	739435.675586	4776998.090237	0.000000
78069	739481.025566	4777114.439134	0.000000
78072	739452.446888	4777133.639610	0.000000
78079	739524.463556	4777146.744965	0.000000
78082	739471.292354	4777150.536534	0.000000
78086	739501.358369	4777158.565049	0.000000
78094	739482.780613	4777240.709846	0.000000
78103	739537.135725	4777283.418335	0.000000
78110	739532.373309	4777311.828710	0.000000
78125	739320.027942	4777132.802806	0.000000
78136	739161.305394	4777229.388171	0.000000
78139	739149.614329	4777233.570372	0.000000
78170	739038.434138	4777332.004586	0.000000
78221	739255.164936	4777444.813208	0.000000
78245	739452.034765	4777276.157915	0.000000
78251	739447.568630	4777287.565532	0.000000
78308	736436.488692	4784822.908763	0.000000
78310	736437.440487	4784818.705318	0.000000
78313	736557.051280	4785000.322672	0.000000
78331	739601.050938	4777671.031441	0.000000
78344	750085.990756	4795115.610451	0.000000
78348	750074.839361	4795165.634815	0.000000
78356	738682.359370	4778393.683946	0.000000
78373	738672.085268	4778359.575831	0.000000
78446	738653.451306	4778310.185599	0.000000
78449	750808.824141	4800852.160055	0.000000
78451	750805.224787	4800808.184950	0.000000
78544	746862.950780	4794344.202207	0.000000
78551	749913.164057	4801898.253564	0.000000
78552	749906.567575	4801943.619459	0.000000
78554	749947.012552	4801967.891113	0.000000
78569	738977.444270	4777666.614270	0.000000
78570	738974.327995	4777709.249072	0.000000
78574	750925.623254	4802231.646442	0.000000
78577	750916.247528	4802260.926843	0.000000
78591	739138.779060	4779361.960932	0.000000
78593	739095.661312	4779431.124247	0.000000
78595	739077.218070	4779461.178420	0.000000
78989	753651.120264	4802836.390538	0.000000
79029	755099.605868	4788634.278221	0.000000
79037	756426.293027	4788893.313859	0.000000
79045	755474.210263	4788938.154413	0.000000
79104	737158.762024	4782491.442484	0.000000
79116	737067.725268	4782456.912884	0.000000
79118	736772.953837	4781418.561160	0.000000
79121	742147.890008	4780411.977357	0.000000
79123	742051.411515	4775761.812282	0.000000
79133	736820.753679	4781387.443791	0.000000
79135	736657.221305	4781202.832348	0.000000
79141	742062.763954	4775735.393776	0.000000
79142	738029.414481	4783857.319725	0.000000
79144	738092.747265	4783798.400309	0.000000
79147	736849.707431	4781370.081803	0.000000
79150	742149.093914	4780352.249434	0.000000
79153	742246.705477	4780363.661316	0.000000
79154	737085.047126	4782462.787087	0.000000
79155	738209.932303	4783798.433688	0.000000
79156	742005.441654	4780462.391122	0.000000
79164	742047.467113	4775770.312524	0.000000
79180	737181.274177	4782505.114761	0.000000
79181	738289.232945	4783753.085293	0.000000
79184	742162.890659	4780370.988254	0.000000
79189	741729.558296	4775559.620417	0.000000
79192	739761.724039	4776206.282203	0.000000
79195	740861.806179	4775725.970659	0.000000
79201	735884.949717	4779144.028910	0.000000
79206	741690.425524	4775526.730449	0.000000
79207	740388.383559	4775258.722907	0.000000
79208	741755.964265	4775383.014895	0.000000
79210	740515.043208	4776826.971932	0.000000
79211	741691.022688	4775392.611380	0.000000
79214	741643.418812	4775485.366303	0.000000
79265	752133.921213	4802291.414405	0.000000
79266	752119.517379	4802365.260549	0.000000
79267	752093.987477	4802478.185730	0.000000
79268	752061.528645	4802621.938335	0.000000
79271	751199.130006	4802710.260611	0.000000
79276	751847.991138	4802785.547308	0.000000
79280	751952.518052	4802808.749120	0.000000
79281	751821.460050	4802823.708066	0.000000
79282	752018.689293	4802821.836636	0.000000
79284	752010.874431	4802820.666723	0.000000
79291	750685.202362	4802783.686327	0.000000
79292	751624.659413	4802862.292094	0.000000
79298	750681.671766	4802802.495699	0.000000
79301	750689.235917	4802924.280861	0.000000
79303	750799.422057	4803024.915032	0.000000
79305	750723.313080	4802971.399325	0.000000
79306	750654.767906	4803047.755158	0.000000
79309	750697.479789	4803075.007755	0.000000
79313	750636.150453	4803095.800279	0.000000
79317	750819.701062	4803067.785336	0.000000
79319	750782.910450	4803178.538689	0.000000
79507	737809.872763	4782659.179276	0.000000
79508	737704.040056	4782730.471911	0.000000
79510	737783.025045	4782674.108691	0.000000
79511	737675.991550	4782744.837136	0.000000
79512	737845.668665	4782653.514080	0.000000
79515	737795.095440	4782615.696454	0.000000
79516	737780.984903	4782609.265421	0.000000
79517	737960.856981	4782533.824240	0.000000
79518	737833.016865	4782462.358596	0.000000
79520	737951.600648	4782595.059024	0.000000
79957	740061.172187	4782693.626637	0.000000
79959	739687.381539	4782774.000082	0.000000
79960	739530.644493	4782772.160882	0.000000
79969	739679.412174	4783022.393407	0.000000
79970	740072.535524	4783050.999777	0.000000
79974	739655.512702	4783154.100547	0.000000
79983	739516.995672	4783382.695150	0.000000
79984	739760.467265	4783486.747868	0.000000
79989	740457.813100	4783620.461749	0.000000
79990	740440.783199	4783647.226053	0.000000
80018	736951.826563	4783162.359067	0.000000
80124	734478.184766	4777625.092217	0.000000
80125	734481.590136	4777640.942981	0.000000
80142	734404.355494	4777264.705254	0.000000
80149	734400.309894	4777274.562208	0.000000
80150	734146.414992	4777327.156549	0.000000
80165	734487.327925	4777636.592684	0.000000
80172	734886.892962	4777697.142914	0.000000
80214	734385.518195	4777803.379764	0.000000
80218	734386.858260	4777809.652575	0.000000
80220	734387.806271	4777813.588002	0.000000
80221	734789.111594	4777845.083065	0.000000
80222	734391.216022	4777829.550060	0.000000
80223	734268.883675	4777871.743313	0.000000
80288	735132.746391	4779826.907312	0.000000
80290	737634.867472	4779582.653845	0.000000
80291	735169.682208	4779802.930863	0.000000
80292	735153.292589	4779894.577033	0.000000
80293	740611.963749	4776632.269719	0.000000
80295	737697.466211	4779515.107512	0.000000
80297	740861.168346	4776661.553183	0.000000
80299	736693.343748	4784490.041221	0.000000
80300	737708.800354	4779496.043838	0.000000
80304	740621.566537	4776654.070015	0.000000
80305	735131.847694	4779844.444730	0.000000
80307	738560.351141	4775900.449082	0.000000
80308	738719.631239	4775988.631457	0.000000
80316	739569.661310	4777698.172053	0.000000
80321	739695.178907	4777713.338673	0.000000
80348	735350.943679	4777923.041120	0.000000
80352	735380.910172	4777915.303116	0.000000
80364	739179.024489	4779193.241944	0.000000
80365	739158.104206	4779217.037521	0.000000
80414	735955.444033	4778234.539717	0.000000
80448	739894.557016	4776652.042927	0.000000
80562	738507.923841	4781395.693286	0.000000
80564	738634.824445	4781439.360427	0.000000
80565	738588.437856	4781471.471528	0.000000
80566	738598.920635	4781478.088277	0.000000
80569	738602.906893	4781481.897526	0.000000
80669	738711.612677	4781785.664197	0.000000
80675	738385.194828	4781815.888544	0.000000
80676	738332.428764	4781909.847853	0.000000
80679	738472.975056	4781813.592983	0.000000
80680	738481.961247	4781852.682327	0.000000
80684	738638.997176	4782009.982545	0.000000
80686	738574.085806	4782011.409506	0.000000
80687	738618.487858	4782009.096588	0.000000
80688	738495.477191	4782008.298341	0.000000
80689	738477.162467	4782029.584610	0.000000
80690	738465.725565	4782047.431300	0.000000
80693	738430.414978	4782072.358749	0.000000
80757	739742.798075	4783208.616711	0.000000
80786	738446.429944	4779483.844145	0.000000
80826	739748.723921	4778673.437211	0.000000
80833	737529.479469	4775910.371552	0.000000
80842	740853.637164	4777846.858456	0.000000
80853	737243.521614	4775947.128463	0.000000
80855	739686.077296	4775752.127602	0.000000
80857	737356.577051	4775972.001137	0.000000
80865	737420.730012	4775971.721744	0.000000
80867	737514.281004	4775954.397832	0.000000
80875	737510.666864	4776007.623170	0.000000
80893	740527.564069	4777195.981627	0.000000
80898	737281.110374	4775928.377001	0.000000
80900	740859.732615	4777898.892749	0.000000
80906	740811.719828	4777949.770792	0.000000
80907	737490.082543	4775944.748299	0.000000
80916	740850.290080	4777803.494778	0.000000
80920	737332.280994	4775986.922765	0.000000
80921	740742.543758	4776520.099000	0.000000
80923	740866.410489	4777932.833288	0.000000
80924	737455.418563	4775960.453700	0.000000
80959	737306.133624	4775804.765666	0.000000
80968	737215.606742	4775830.926496	0.000000
80982	737538.673326	4775688.091106	0.000000
80985	737234.882350	4775737.815795	0.000000
80989	737178.349633	4775841.072318	0.000000
81002	737229.793210	4775814.296125	0.000000
81021	737181.245021	4775785.242299	0.000000
81025	737284.833458	4775520.956815	0.000000
81026	737272.711615	4775797.186646	0.000000
81027	737157.297668	4775743.745603	0.000000
81034	737476.136424	4775755.131538	0.000000
81035	737289.418565	4775612.829489	0.000000
81055	737201.391084	4775795.461332	0.000000
81059	737169.019918	4775831.930087	0.000000
81063	737547.083483	4775703.273058	0.000000
81066	737172.769943	4775668.360306	0.000000
81076	737178.527839	4775760.518248	0.000000
81094	737346.750328	4775851.213144	0.000000
81098	737503.783872	4775773.863390	0.000000
81105	737282.567675	4775803.611959	0.000000
81107	737456.280969	4775844.674500	0.000000
81123	737361.120322	4775692.849769	0.000000
81125	737428.919923	4775854.696604	0.000000
81266	737852.681338	4782658.062536	0.000000
81288	739666.500991	4776488.644846	0.000000
81295	739713.876588	4776660.709687	0.000000
81298	739634.364462	4776713.501710	0.000000
81355	739303.471418	4777000.808684	0.000000
81356	739313.399046	4777000.456697	0.000000
81362	739447.470042	4777062.876695	0.000000
81363	739452.541004	4777071.361284	0.000000
81364	739415.273497	4777076.290293	0.000000
81366	739383.763598	4777086.859260	0.000000
81367	739380.885733	4777096.888256	0.000000
81369	739340.880238	4777106.247222	0.000000
81371	739293.209085	4777107.464521	0.000000
81377	739417.427139	4777156.461361	0.000000
81380	739392.844669	4777173.467295	0.000000
81384	739398.593027	4777196.297851	0.000000
81450	737219.470582	4784518.038031	0.000000
81452	737191.017864	4784522.994495	0.000000
81456	737258.125575	4784556.548450	0.000000
81458	737229.034752	4784560.670749	0.000000
81459	737224.214327	4784561.914770	0.000000
81470	737230.424673	4784591.509487	0.000000
81471	737207.226457	4784597.249644	0.000000
81476	737213.581707	4784623.391196	0.000000
81477	737235.999149	4784627.898363	0.000000
81486	737243.472965	4784669.557507	0.000000
81487	737228.579119	4784695.024438	0.000000
81575	741239.560781	4789884.420316	0.000000
81584	741286.974778	4789917.964884	0.000000
81627	743845.051714	4790542.424151	0.000000
81628	743907.610257	4790571.594911	0.000000
81629	743900.290284	4790584.531987	0.000000
81633	746810.186206	4792065.689403	0.000000
81663	749009.352490	4805243.398395	0.000000
82059	733632.783532	4776373.718740	0.000000
82063	733511.950482	4776377.773468	0.000000
82472	740370.659273	4778011.692172	0.000000
82507	739260.544985	4776473.829038	0.000000
82510	739361.448466	4776795.917587	0.000000
82515	736971.475987	4783697.149858	0.000000
82541	739490.867830	4776914.084823	0.000000
82544	739489.090530	4776915.045393	0.000000
82548	739404.070664	4776950.810987	0.000000
82550	739404.988243	4776952.522294	0.000000
82561	739392.263546	4776978.228965	0.000000
82575	739436.475492	4776999.208070	0.000000
82579	739371.346809	4777007.995767	0.000000
82580	739413.824417	4777011.544813	0.000000
82585	739348.652076	4777015.316187	0.000000
82586	739341.303940	4777021.096165	0.000000
82587	739332.062569	4777023.251361	0.000000
82588	739379.498988	4777024.327828	0.000000
82589	739342.378958	4777025.748597	0.000000
82595	739333.687987	4777028.935013	0.000000
82596	739343.644903	4777029.140086	0.000000
82598	739334.810091	4777032.710639	0.000000
82601	739350.210990	4777042.614245	0.000000
82609	739356.622150	4777089.731250	0.000000
82610	739357.860825	4777093.666652	0.000000
82611	739359.028551	4777097.766359	0.000000
82614	739313.772112	4777099.123919	0.000000
82625	739885.461249	4776705.375768	0.000000
82627	739846.848427	4776780.654548	0.000000
82628	739854.445788	4776818.984869	0.000000
82629	739756.873461	4776830.708478	0.000000
82630	739872.500108	4776862.764927	0.000000
82631	739827.483724	4776896.608523	0.000000
82632	739805.028422	4776911.452884	0.000000
82633	739851.706270	4776937.358591	0.000000
82636	739738.523811	4776946.108948	0.000000
82638	739634.673689	4777003.437858	0.000000
82639	739499.600569	4777086.169368	0.000000
82640	739831.336758	4777104.561632	0.000000
82645	739769.544640	4777194.748457	0.000000
82647	739573.972604	4777207.275155	0.000000
82649	739841.440359	4777256.179575	0.000000
82651	739849.164050	4777286.730559	0.000000
82691	735165.623328	4777958.150879	0.000000
82694	734576.727213	4778024.481403	0.000000
82697	734543.366554	4778031.961446	0.000000
82712	739559.768215	4776775.985829	0.000000
82739	740621.389521	4775784.524218	0.000000
82740	740609.291262	4775787.444374	0.000000
82741	740646.140847	4775792.981438	0.000000
82743	740653.704555	4775798.941747	0.000000
82744	740598.554168	4775803.289361	0.000000
82748	740896.078340	4775823.846478	0.000000
82749	740595.834879	4775810.610347	0.000000
82752	739524.413588	4776832.855166	0.000000
82756	739558.611239	4776842.986087	0.000000
82758	739560.331438	4776845.737521	0.000000
82771	763832.731427	4807471.789670	0.000000
82772	763896.697652	4807460.774400	0.000000
82779	763911.211418	4807527.070845	0.000000
82791	763883.764900	4807616.232410	0.000000
82792	763907.592260	4807619.243864	0.000000
82793	763948.460645	4807624.300926	0.000000
82796	763996.897720	4807634.593060	0.000000
82799	764216.003535	4807747.247838	0.000000
82930	738802.001584	4776448.366152	0.000000
82934	739549.747902	4776283.919055	0.000000
82935	739499.657835	4776273.107772	0.000000
82936	739495.545410	4776308.991205	0.000000
82942	767090.161349	4809025.363580	0.000000
82945	767530.345046	4808939.345208	0.000000
82964	767727.915071	4809414.849484	0.000000
82975	770134.420852	4808004.488860	0.000000
82978	770813.754815	4807450.339284	0.000000
83000	746933.805503	4794069.123717	0.000000
83001	747186.291060	4793601.886960	0.000000
83003	747439.823203	4793207.994552	0.000000
83006	746887.738270	4794332.871743	0.000000
83007	747129.146532	4793325.992713	0.000000
83015	746991.767662	4793722.123347	0.000000
83017	745365.180949	4794525.388746	0.000000
83019	747113.717249	4793363.709086	0.000000
83021	745554.629795	4792063.354067	0.000000
83025	746858.890767	4793815.271709	0.000000
83027	747345.873923	4793177.276190	0.000000
83028	746330.296446	4794284.324105	0.000000
83029	746672.482153	4794311.067909	0.000000
83030	747217.586750	4793565.305239	0.000000
83031	745626.722458	4792018.833852	0.000000
83032	745795.770455	4794620.458119	0.000000
83034	746841.680662	4793848.831160	0.000000
83037	746075.354315	4794300.065283	0.000000
83038	745754.868381	4791941.047050	0.000000
83041	745621.196143	4794587.784812	0.000000
83046	745328.533981	4792914.233634	0.000000
83049	745947.835066	4794375.486135	0.000000
83054	746001.759567	4791841.610956	0.000000
83056	747195.912135	4793248.754913	0.000000
83059	745384.434248	4792098.142579	0.000000
83061	746925.701109	4794027.858646	0.000000
83064	746340.649384	4792123.055787	0.000000
83069	746101.902102	4791869.886679	0.000000
83071	745443.605009	4792094.333494	0.000000
83073	746943.143973	4794127.382224	0.000000
83074	745165.258440	4792065.407795	0.000000
83076	747107.774894	4793650.348835	0.000000
83077	746367.020680	4792302.682224	0.000000
83079	745740.543463	4791947.534287	0.000000
83080	746587.797373	4794278.516421	0.000000
83081	747213.593568	4793569.596960	0.000000
83082	745540.689781	4792068.654575	0.000000
83085	746879.731774	4793789.151006	0.000000
83089	746493.791303	4794275.642671	0.000000
83094	745877.825790	4791812.229857	0.000000
83098	746904.494094	4793967.622151	0.000000
83109	745892.807310	4794469.496784	0.000000
83129	737329.360081	4777323.036281	0.000000
83130	736881.124136	4777425.697256	0.000000
83169	735205.760762	4779916.481602	0.000000
83264	740245.189321	4778148.745083	0.000000
83274	734317.563109	4778627.216898	0.000000
83316	746885.741879	4792269.650674	0.000000
83317	746645.621322	4792262.873171	0.000000
83323	746238.101799	4792294.876347	0.000000
83337	746472.028915	4792077.772447	0.000000
83342	746159.902126	4791741.565050	0.000000
83351	746612.298049	4792208.025280	0.000000
83356	747973.535112	4796878.642836	0.000000
83361	744568.621978	4790850.000469	0.000000
83365	746392.072656	4791927.415681	0.000000
83373	746814.079391	4792353.764367	0.000000
83374	746308.212178	4792550.645066	0.000000
83376	746863.138299	4792392.348905	0.000000
83385	746755.713853	4792288.952055	0.000000
83391	746315.215248	4791847.245524	0.000000
83394	746787.144355	4792307.066043	0.000000
83404	746500.588911	4792199.094217	0.000000
83405	746805.022339	4792267.291705	0.000000
83409	746644.116905	4792250.807834	0.000000
83429	769608.120662	4807058.882618	0.000000
83437	768369.468558	4808288.311773	0.000000
83480	734508.598632	4777770.754438	0.000000
83535	740397.750236	4789222.312146	0.000000
83602	741948.387848	4790001.400220	0.000000
83694	745284.778367	4792338.862349	0.000000
83696	744657.879515	4792010.937357	0.000000
83697	745264.158035	4792059.663407	0.000000
83713	745011.364694	4792043.077927	0.000000
83723	745402.999819	4791951.252260	0.000000
83735	744671.186020	4792399.385509	0.000000
83750	745208.866969	4791861.205098	0.000000
83756	744865.242594	4792015.571841	0.000000
83759	744648.383311	4792065.275404	0.000000
83761	745325.993200	4791695.947512	0.000000
83762	744987.833358	4792168.548702	0.000000
83768	745326.477369	4791803.080406	0.000000
83777	745086.866577	4791995.672776	0.000000
83779	745270.227290	4791847.031084	0.000000
83781	745323.127909	4792485.620225	0.000000
83782	745373.116274	4791965.317887	0.000000
83799	745275.581077	4791909.890230	0.000000
83806	745256.986907	4792078.787674	0.000000
83810	745524.135215	4792074.761270	0.000000
83813	745363.923541	4791804.957221	0.000000
83823	745458.049802	4792010.137816	0.000000
83836	745513.918901	4792078.039159	0.000000
83846	745198.537463	4791885.608844	0.000000
83851	745290.690916	4792084.732573	0.000000
83854	744655.902262	4792049.532744	0.000000
83865	745334.649257	4792090.614762	0.000000
83869	745076.952546	4792052.252907	0.000000
83871	745252.229459	4791888.783977	0.000000
83877	745573.821057	4792053.361633	0.000000
83878	745288.629056	4792344.561985	0.000000
83883	745042.378883	4792148.255011	0.000000
83895	745160.743415	4791956.594720	0.000000
83897	745306.924496	4792619.173295	0.000000
83899	745175.689547	4792000.839467	0.000000
83904	745095.402177	4791943.268742	0.000000
83909	744857.157221	4792071.094963	0.000000
83915	745316.028220	4791757.474354	0.000000
83920	744933.715016	4791935.850246	0.000000
83930	745269.135172	4791822.815030	0.000000
83964	745719.514488	4791960.884949	0.000000
84068	745664.682808	4791769.822884	0.000000
84080	740795.035422	4775064.204658	0.000000
84082	740863.635472	4775163.114049	0.000000
84087	740781.438558	4775012.117389	0.000000
84094	740798.957144	4775022.376789	0.000000
84095	740880.132665	4775172.281239	0.000000
84134	740878.185018	4775551.355567	0.000000
84163	739064.712160	4773881.563456	0.000000
84170	739287.856636	4774028.592809	0.000000
84189	739379.015388	4774421.390317	0.000000
84214	739369.345237	4774916.643608	0.000000
84218	739227.897511	4775020.041997	0.000000
84346	735089.744003	4777598.160732	0.000000
84352	735042.303492	4777608.021577	0.000000
84360	734973.683761	4777622.600841	0.000000
84383	734981.834571	4777660.731669	0.000000
84667	739834.822560	4777229.159134	0.000000
84679	739822.302480	4777303.654793	0.000000
84695	739838.348953	4777293.789099	0.000000
84708	736809.709553	4774328.656636	0.000000
84709	736790.461572	4774287.958825	0.000000
84710	736639.896062	4774302.493290	0.000000
84725	736103.772944	4767485.686415	0.000000
84728	736023.012153	4771213.061361	0.000000
84729	731974.859282	4771057.516329	0.000000
84732	731878.521546	4771223.337446	0.000000
84733	731869.260621	4771236.509943	0.000000
84734	731850.214340	4771264.616151	0.000000
84735	737516.804078	4772649.177141	0.000000
84739	738125.713740	4772770.469252	0.000000
84745	739717.435089	4773056.989885	0.000000
84752	739569.936648	4773079.153713	0.000000
84755	739501.056773	4773122.927104	0.000000
84758	739636.327731	4773159.678184	0.000000
84766	739841.514148	4773274.191503	0.000000
84771	739263.530400	4773296.712511	0.000000
84772	739196.127517	4773365.448415	0.000000
84784	738151.064791	4774646.012881	0.000000
84788	738078.566800	4774723.887280	0.000000
84792	737470.405720	4775215.816140	0.000000
84793	736103.885487	4775347.335220	0.000000
84800	735727.893858	4776056.701467	0.000000
84802	735715.714552	4776063.952674	0.000000
84805	735650.951180	4776102.243609	0.000000
84806	735671.722851	4776218.134840	0.000000
84807	735660.733084	4776235.768151	0.000000
84809	735850.429854	4777804.466771	0.000000
84810	736192.830538	4778196.808577	0.000000
84814	736223.208592	4778418.948142	0.000000
84817	756960.075167	4789123.733385	0.000000
84832	755566.213228	4789406.962268	0.000000
84841	755329.667354	4789753.811920	0.000000
84846	755242.128203	4789852.197722	0.000000
84854	755228.870267	4789997.786906	0.000000
84855	756136.857871	4790041.382812	0.000000
84880	755565.473913	4790566.798149	0.000000
84890	755142.264844	4790579.749264	0.000000
85075	758113.368541	4792747.955674	0.000000
85082	753754.313299	4792714.897936	0.000000
85086	753142.427930	4792733.396244	0.000000
85100	753221.565472	4792822.800080	0.000000
85101	753606.127145	4792841.205445	0.000000
85103	753625.846389	4792857.213117	0.000000
85114	753609.297958	4792893.174147	0.000000
85119	754021.597129	4792934.828834	0.000000
85134	754055.881688	4792997.583873	0.000000
85149	754560.630749	4793062.243668	0.000000
85170	754528.635493	4793130.989038	0.000000
85189	754992.126459	4793219.525297	0.000000
85192	755102.110259	4793226.675597	0.000000
85244	756650.009880	4793585.890998	0.000000
85245	758031.258841	4793637.630938	0.000000
