LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER,
43.350116,132.159633,6959681,"край. Приморский, г. Артем, ул. Успенского, д. 8",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.143078,131.910027,9072199,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 14",1967,28.11.2015 в 13:46,Не заполнено,каменный,Многоквартирный дом,На счете регионального оператора,Не заполнено,,Нет,1,1,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.143078,131.910027,6938121,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 14",1967,18.04.2016 в 14:30,01.09.2015,Отсутствует,Многоквартирный дом,На счете регионального оператора,"МУПВ ""Центральный""",http://www.reformagkh.ru/mymanager/profile/8922522/,Нет,9,9,1,54,54,0,3625,2250.4,0,1374.6,3136,0,,D,Имеется,Не имеется,Не заполнено,Не заполнено,
43.14417,131.907457,6938840,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 20",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.144696,131.908437,6931694,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 22",1965,28.04.2016 в 14:55,01.01.2009,II-29,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,9,0,1,91,87,4,2717.75,1754.3,252.3,711.15,2132,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.144696,131.907709,6933932,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 24",1965,28.04.2016 в 14:55,01.10.2009,II-20,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,9,0,1,94,91,3,2699,1751.3,206.4,741.3,2819,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.144749,131.906829,6689865,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 26",1964,22.05.2015 в 20:42,01.08.2008,Не заполнено,Многоквартирный дом,Не заполнено,"ТСЖ ""Молодежная""",http://www.reformagkh.ru/mymanager/profile/8790979/,Нет,5,Не заполнено,4,64,Не заполнено,Не заполнено,3774.7,2487.3,852.5,Незаполнено,Незаполнено,Незаполнено,,Не присвоен,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.144749,131.906829,6940540,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 26",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.145301,131.906532,6937038,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 28",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.145729,131.906559,6937228,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 28а",1964,28.04.2016 в 14:55,01.10.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,5,0,2,41,40,1,2204,1725.4,45.9,432.7,1500,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.146058,131.906541,6931645,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 28б",1963,28.04.2016 в 14:55,01.10.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,5,0,2,34,32,2,2271.7,1438.8,397.3,435.6,1109,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.146373,131.906568,6935383,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 28в",1963,28.04.2016 в 14:55,01.11.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,5,0,2,33,32,1,2210.6,1464.7,479,266.9,2270,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.146702,131.906559,6938611,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 28г",1963,28.04.2016 в 14:56,01.10.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания  Первореченского района №11""",http://www.reformagkh.ru/mymanager/profile/7566193/,Нет,5,0,2,33,32,1,2223.8,1384.2,385.1,454.5,2310,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.14959,131.907107,7573748,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 30",1962,28.04.2016 в 14:31,01.12.2007,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,41,35,6,2353.17,1338.77,458.7,555.7,3025.3,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.149662,131.908032,6933850,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 30а",1961,28.04.2016 в 14:34,01.02.2008,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,81,81,0,4465.4,3484.9,42,938.5,3317.4,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.149721,131.909065,6931565,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 30б",1961,28.04.2016 в 14:35,01.12.2007,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,81,78,3,4486.2,3345.1,133.1,1008,3009.4,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.149965,131.909937,7573746,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 30в",1961,28.04.2016 в 14:35,01.12.2007,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,45,42,3,2097.5,1607.4,163,327.1,2018.3,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.149484,131.905796,7573768,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 31",1960,28.04.2016 в 14:31,01.10.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,46,38,8,2581.2,1411.2,328.4,841.6,2019.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150011,131.907466,6940817,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 32",1961,28.04.2016 в 14:32,01.12.2007,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,38,37,1,2508.1,1509.5,108.7,889.9,3371.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150076,131.908266,6483599,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 32а",1961,28.04.2016 в 14:35,01.12.2007,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,43,40,3,2458.3,1622.2,176,660.1,2007,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150162,131.909119,6545568,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 32б",1962,28.04.2016 в 14:35,01.04.2008,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,80,80,0,4756.9,3702.3,0,1054.6,3014,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.149872,131.906002,7573759,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 33",1961,28.04.2016 в 14:32,01.01.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,44,38,6,2642.7,1372.7,286.5,983.5,3018.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150458,131.907835,6935346,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 34",1961,28.04.2016 в 14:32,01.12.2007,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,42,38,4,2620.5,1497.3,362.8,760.4,2539.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150372,131.908589,7573766,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 34а",1961,28.04.2016 в 14:35,01.10.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,40,40,0,2087.1,1624.2,0,462.9,5802.6,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150372,131.908589,6932774,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 34а",1961,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,1798.2,1623.2,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.150228,131.906281,8850736,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 35",1962,23.11.2015 в 06:05,01.03.2012,II - 28,Многоквартирный дом,На счете регионального оператора,"ООО УК ""Хороший Дом""",http://www.reformagkh.ru/mymanager/profile/8622422/,Нет,6,6,2,51,45,6,2381,2164,217,2381,1500,0,,C,Имеется,Не имеется,"клумбы, лавочки",Не заполнено,
43.150228,131.906281,6939314,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 35",1961,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,5,Не заполнено,2,Не заполнено,Не заполнено,Не заполнено,1617.6,1031.2,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.150899,131.908185,6932351,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 36",1962,28.04.2016 в 14:32,01.12.2007,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,42,37,5,2617.3,1311,416.4,889.9,2493.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150333,131.910018,7573755,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 36б",1961,28.04.2016 в 14:35,01.03.2008,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,3,62,57,5,3274.2,2358.9,264.1,651.2,6009.5,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150603,131.906613,7573758,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 37",1961,28.04.2016 в 14:32,01.12.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,45,41,4,2758,1546.1,347,864.9,2121,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.15082,131.906146,6940955,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 37а",1960,28.04.2016 в 14:35,01.02.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,69,64,5,5725.4,2634.3,1483.9,1607.2,2807,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150892,131.908859,6934017,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 38",1960,28.04.2016 в 14:32,01.03.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,3,53,47,6,3966.6,1980.9,732.7,1253,2070,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.150977,131.906901,7573761,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 39",1962,28.04.2016 в 14:33,01.03.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,43,40,3,2627.1,1534.5,163.9,928.7,2702,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.151227,131.906317,6935531,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 39а",1961,28.04.2016 в 14:36,01.06.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,81,78,3,5011,3137.1,170.7,1703.2,2590,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.151379,131.907179,6937662,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 41",1961,28.04.2016 в 14:33,01.08.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,39,38,1,2414.4,1481.8,39.9,892.7,2465,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки","Замена системы ХГВС,СЦО,Канализации Замена системы электроснабжения дома Косметический ремонт подъездов Установка приборов учета СЦО и ХГВС Благоустройство Устройство авфальтовой отмостки",
43.151832,131.90911,6940331,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 42",1969,28.04.2016 в 14:33,01.04.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,3,51,48,3,3572,1778.6,1021.9,771.5,1771.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.151714,131.907628,6934161,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 43",1961,28.04.2016 в 14:33,01.12.2007,II-03,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,89,75,14,5246,2807.8,1033.4,1404.8,2533,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.15224,131.907637,6939670,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 43а",1961,28.04.2016 в 14:36,01.04.2008,II-03,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,35,32,3,2546.1,1031.7,827.2,687.2,1568,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.15228,131.90911,6936753,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 44",1961,28.04.2016 в 14:33,01.09.2009,II-03,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,73,68,5,3799.41,1904.76,886.25,1008.4,4429.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.152398,131.909622,6935303,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 44а",1975,28.04.2016 в 14:36,01.12.2007,II-49,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,9,0,1,55,54,1,3036.5,1871.8,238.1,926.6,1756.1,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.152556,131.908311,7573760,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 45",1961,28.04.2016 в 14:33,01.03.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,65,64,1,5123.3,2565,1466.3,1092,1080,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.152898,131.90956,6934619,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 46",1962,28.04.2016 в 14:33,01.02.2008,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,67,63,4,5069,2495,863.7,1710.3,2294.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.153082,131.910152,6937717,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 46а",1961,28.04.2016 в 14:36,01.12.2008,II-66,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,9,0,1,54,54,0,2787.7,1874,0,913.7,2238.1,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
55.76,37.64,9162744,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 46а",Не заполнено,09.04.2016 в 05:38,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.153082,131.910152,6941145,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 46а (дубль 1)",1975,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,9,Не заполнено,1,Не заполнено,Не заполнено,Не заполнено,1875,1391,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.153391,131.908931,6940392,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 47",1962,28.04.2016 в 14:33,01.01.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,69,66,3,4940.2,2537.8,1229.4,1173,2143.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.153556,131.910081,6940304,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 48",1962,28.04.2016 в 14:34,01.10.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,67,64,3,4617.94,2156.44,1462.3,999.2,2592.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.153871,131.908958,6933003,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 49",1962,28.04.2016 в 14:34,01.10.2009,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,2,41,40,1,2023.5,1598.1,0,425.4,1866,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.154108,131.910763,6938889,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 50",1957,28.04.2016 в 14:34,01.10.2009,1-510,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,3,0,3,28,25,3,2689.7,1491.6,276.7,921.4,3602.7,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.154056,131.90947,6932279,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 51",1962,28.04.2016 в 14:34,01.10.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,78,75,3,5056.3,2551.6,1459.8,1044.9,2391,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.15468,131.911401,6936763,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 52",1957,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,3,Не заполнено,3,Не заполнено,Не заполнено,Не заполнено,1817.9,1007.9,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.154851,131.909739,6940493,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 53",1962,28.04.2016 в 14:34,01.10.2009,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,87,80,7,5406.39,3018,519.59,1868.8,5159.1,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.155226,131.911868,6939190,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 54",1962,28.04.2016 в 14:34,01.10.2009,1-511,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,5,0,4,74,69,5,4761.72,2407.82,652.1,1701.8,3595.6,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.155213,131.910332,6714320,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 55",1964,28.04.2016 в 14:34,01.01.2008,II-20,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №7""",http://www.reformagkh.ru/mymanager/profile/7566110/,Нет,9,0,1,75,68,7,3795.7,2350.3,366.9,1078.5,1009,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.156752,131.912362,6934381,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 56",1965,28.04.2016 в 14:27,01.12.2007,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,6,101,97,4,0,4303.3,181.8,1320.4,6037,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.157232,131.912479,6689873,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 58",1965,28.04.2016 в 14:28,01.12.2007,к-7,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,9,0,1,45,43,2,3312.8,2264.6,329.8,718.4,2458,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.157817,131.91256,6931460,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 60",1964,28.04.2016 в 14:28,01.04.2008,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,6,111,100,11,6101.2,4324.6,466.3,1310.3,4608,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.157745,131.913341,7580433,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 60а",1965,28.04.2016 в 14:29,01.12.2007,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,4,82,81,1,4400,3534.9,16.1,849,3513,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.158245,131.912659,6938181,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 62",1965,28.04.2016 в 14:28,01.10.2009,1605/9,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,9,0,1,46,44,2,3277.4,2173.7,350.1,753.6,1221,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.158666,131.912829,6932036,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 64",1964,28.04.2016 в 14:28,01.12.2007,II-32,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,6,104,94,10,5810.6,3904.2,541.7,1320.4,3226,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
