LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER,
43.100305,131.88941,7586409,"край. Приморский, г. Владивосток, ул. Дубовая, д. 3",1918,08.04.2016 в 04:48,Не заполнено,не определен,Многоквартирный дом,На счете регионального оператора,Не заполнено,,Нет,1,1,1,3,3,0,79,50,19,19,327,0,,Не присвоен,Не имеется,Не имеется,0,Не заполнено,
43.097633,131.888548,7586411,"край. Приморский, г. Владивосток, ул. Дубовая, д. 21",1955,06.04.2016 в 17:42,01.04.2011,"Каркасно-засыпной, на 4 квартиры",Многоквартирный дом,На счете регионального оператора,"ООО ""Первомайская управляющая компания - 2""",http://www.reformagkh.ru/mymanager/profile/7579744/,Да,1,1,4,4,4,0,129,129,0,0,0,0,,Не присвоен,Не имеется,Не имеется,нет,Не заполнено,
43.095961,131.893219,9107807,"край. Приморский, г. Владивосток, ул. Елочная, д. 1",2015,10.03.2016 в 07:48,01.03.2016,"монолитный ж/бетон, андезитобазальтовые блоки",Многоквартирный дом,Не определен,"ООО ""УК ""ВОЛНА""",http://www.reformagkh.ru/mymanager/profile/8431429/,Нет,13,11,1,38,35,3,3466.9,2282.2,702.3,482.4,1544,0,,B,Имеется,Имеется,площадка для отдыха взрослых,Не заполнено,
43.095961,131.893219,7586413,"край. Приморский, г. Владивосток, ул. Елочная, д. 3",1957,21.08.2015 в 12:16,01.04.2011,не определен,Многоквартирный дом,На счете регионального оператора,"ООО ""Первомайская управляющая компания - 2""",http://www.reformagkh.ru/mymanager/profile/7579744/,Нет,2,2,2,8,8,0,451,345,46,46,451,0,,Не присвоен,Не имеется,Не имеется,нет,Не заполнено,
43.095961,131.893219,6545598,"край. Приморский, г. Владивосток, ул. Елочная, д. 7",1957,21.08.2015 в 12:22,01.04.2011,не определен,Многоквартирный дом,На счете регионального оператора,"ООО ""Первомайская управляющая компания - 2""",http://www.reformagkh.ru/mymanager/profile/7579744/,Нет,2,2,1,4,4,0,211.05,175,23,23,287,0,,Не присвоен,Не имеется,Не имеется,нет,Не заполнено,
43.095783,131.892743,7586416,"край. Приморский, г. Владивосток, ул. Елочная, д. 7а",1957,21.08.2015 в 12:39,01.04.2011,не определен,Многоквартирный дом,На счете регионального оператора,"ООО ""Первомайская управляющая компания - 2""",http://www.reformagkh.ru/mymanager/profile/7579744/,Нет,2,2,1,4,4,0,219,171,11,11,222,0,,Не присвоен,Не имеется,Не имеется,нет,Не заполнено,
43.096211,131.893255,9024421,"край. Приморский, г. Владивосток, ул. Елочная, д. 9",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,182.47,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.172317,131.908122,6689876,"край. Приморский, г. Владивосток, ул. Енисейская, д. 1",1969,31.03.2016 в 07:10,06.05.2009,"Кирпичный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 9""",http://www.reformagkh.ru/mymanager/profile/6946971/,Нет,9,1,1,90,90,0,2393.4,1870.3,0,523.1,2455,0,,D,Имеется,Не имеется,Бельевая площадка.,Не заполнено,
43.171922,131.907781,7008694,"край. Приморский, г. Владивосток, ул. Енисейская, д. 2",1967,04.04.2016 в 07:58,14.10.2008,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,5,1,4,66,66,0,3718,2998.8,0,719.2,3964,0,,D,Имеется,Не имеется,"Бельевая площадка, ограждение клумб.",Не заполнено,
43.171186,131.907197,7008695,"край. Приморский, г. Владивосток, ул. Енисейская, д. 3",1967,27.04.2016 в 06:33,03.10.2008,"Панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,5,1,6,104,101,3,6046.6,4944,154.6,948.2,6384,0,,D,Имеется,Не имеется,"Бельевая площадка, ограждение клумб.",Не заполнено,
43.170588,131.90691,7648866,"край. Приморский, г. Владивосток, ул. Енисейская, д. 4",1967,31.03.2016 в 07:12,15.09.2009,Кирпичный жилой дом. Не проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 9""",http://www.reformagkh.ru/mymanager/profile/6946971/,Нет,9,1,1,86,85,1,2516.2,1746.2,149.7,620.3,1390,0,,D,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.170292,131.906721,6690423,"край. Приморский, г. Владивосток, ул. Енисейская, д. 5",1967,04.04.2016 в 03:56,15.09.2009,Кирпичный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 9""",http://www.reformagkh.ru/mymanager/profile/6946971/,Нет,9,1,1,91,90,1,2486.5,1871.6,88.8,526.1,2428,0,,D,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.169943,131.906631,6690561,"край. Приморский, г. Владивосток, ул. Енисейская, д. 6",1967,04.04.2016 в 03:58,27.07.2009,Кирпичный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 9""",http://www.reformagkh.ru/mymanager/profile/6946971/,Нет,9,1,1,92,90,2,2510.6,1862.5,107.8,540.3,2428,0,,D,Не имеется,Не имеется,Бельевая площадка.,Не заполнено,
43.169319,131.903047,7648879,"край. Приморский, г. Владивосток, ул. Енисейская, д. 7",1967,02.04.2016 в 10:03,05.05.2009,Кирпичный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 9""",http://www.reformagkh.ru/mymanager/profile/6946971/,Нет,9,1,1,91,90,1,2377.3,1840,85.3,452,2428,0,,D,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.172146,131.906865,7008696,"край. Приморский, г. Владивосток, ул. Енисейская, д. 8",1967,05.04.2016 в 07:13,02.09.2008,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,9,1,1,44,44,1,3002.33,2293.7,60.5,648.13,3080,0,,D,Не имеется,Не имеется,"1 песочница, 2 лавочки",Не заполнено,
43.171699,131.906694,7008697,"край. Приморский, г. Владивосток, ул. Енисейская, д. 9",1967,05.04.2016 в 07:15,15.01.2009,Панельный жилой дом. нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,9,1,1,45,45,0,2982.1,2369.5,0,612.6,3987.9,0,,D,Не имеется,Не имеется,"Бельевая площадка, лавочка - 1шт.",Не заполнено,
43.171817,131.906083,6689881,"край. Приморский, г. Владивосток, ул. Енисейская, д. 10",1967,05.04.2016 в 07:17,07.03.2009,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,9,1,1,45,45,0,3048.5,2393.5,0,655,2148.5,0,,D,Не имеется,Не имеется,"бельевая площадка, лавочка -1 шт.",Не заполнено,
43.171225,131.904772,6696928,"край. Приморский, г. Владивосток, ул. Енисейская, д. 11",1967,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,5456,4962.5,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.170469,131.904242,6696931,"край. Приморский, г. Владивосток, ул. Енисейская, д. 12",1967,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3356.8,3056.8,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.169785,131.904224,6545599,"край. Приморский, г. Владивосток, ул. Енисейская, д. 13",1968,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3357.1,3357.1,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.169706,131.904816,6736100,"край. Приморский, г. Владивосток, ул. Енисейская, д. 14",1968,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3356.8,3073.6,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.169687,131.903873,7008700,"край. Приморский, г. Владивосток, ул. Енисейская, д. 14А",1959,05.04.2016 в 07:18,19.02.2009,Кирпичный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,2,1,1,8,8,0,769.6,375.8,0,393.8,2081,0,,D,Не имеется,Не имеется,"Бельевая площадка, леерное ограждение клумб",Не заполнено,
43.170009,131.903936,7008701,"край. Приморский, г. Владивосток, ул. Енисейская, д. 14Б",1956,08.04.2016 в 01:31,19.02.2009,Шлакоблочный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,3,1,1,8,8,0,662.5,370.1,0,292.4,2081,0,,D,Не имеется,Не имеется,"Бельевая площадка, леерное ограждение клумб.",Не заполнено,
43.169194,131.903855,7008698,"край. Приморский, г. Владивосток, ул. Енисейская, д. 15",1968,05.04.2016 в 07:23,18.12.2008,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,9,1,1,45,45,0,2987.2,2356.8,0,630.4,2479.8,0,,D,Не имеется,Не имеется,"Бельевая площадка, леерное ограждение клумб",Не заполнено,
43.168799,131.904286,6696932,"край. Приморский, г. Владивосток, ул. Енисейская, д. 16",1969,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,4149.1,3349.1,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.168839,131.904825,6736101,"край. Приморский, г. Владивосток, ул. Енисейская, д. 17",1967,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3305.3,3037.3,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.168076,131.903945,7008699,"край. Приморский, г. Владивосток, ул. Енисейская, д. 18",1968,06.04.2016 в 06:48,25.12.2008,Панельный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,5,1,6,98,95,3,6580.53,4906.63,492.3,1181.6,2404,0,,D,Имеется,Не имеется,"Бельевая площадка, леерное ограждение клумб.",Не заполнено,
43.167254,131.904322,6690126,"край. Приморский, г. Владивосток, ул. Енисейская, д. 19",1968,08.04.2016 в 01:32,01.04.2015,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 4""",http://www.reformagkh.ru/mymanager/profile/6946967/,Нет,9,1,1,45,40,5,2961.88,2319.08,260.1,642.8,4332,0,,D,Имеется,Не имеется,Бельевая площадка.,Не заполнено,
43.166616,131.904134,7008730,"край. Приморский, г. Владивосток, ул. Енисейская, д. 20",1968,08.04.2016 в 01:18,28.02.2009,Панельный жилой дом. Нет проекта,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 5""",http://www.reformagkh.ru/mymanager/profile/6946966/,Нет,5,1,6,100,96,4,6317.1,4783.1,347.4,1261.9,5046.6,0,,D,Имеется,Не имеется,"Бельевая площадка, ограждение клумб, скамейки, стол.",Не заполнено,
43.167984,131.905544,7008731,"край. Приморский, г. Владивосток, ул. Енисейская, д. 21",1968,01.04.2016 в 08:40,26.02.2009,Панельный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 5""",http://www.reformagkh.ru/mymanager/profile/6946966/,Нет,9,1,4,144,143,1,9449.4,7587.3,66.7,1795.4,5498,0,,D,Имеется,Не имеется,"Бельевая площадка, ограждение клумб.",Не заполнено,
43.167267,131.905275,7008732,"край. Приморский, г. Владивосток, ул. Енисейская, д. 22",1968,01.04.2016 в 09:44,05.03.2009,Панельный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 5""",http://www.reformagkh.ru/mymanager/profile/6946966/,Нет,5,1,6,99,97,2,6641.8,4795.5,150.1,1696.2,9965.4,0,,D,Имеется,Не имеется,"Бельевая площадка, ограждение клумб.",Не заполнено,
43.166662,131.905391,7008735,"край. Приморский, г. Владивосток, ул. Енисейская, д. 22А",1986,08.04.2016 в 01:19,25.02.2009,Панельный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 5""",http://www.reformagkh.ru/mymanager/profile/6946966/,Нет,9,1,1,48,48,0,3124,2545.1,0,578.9,2974,0,,D,Имеется,Не имеется,Бельевая площадка.,Не заполнено,
43.166662,131.905391,6690418,"край. Приморский, г. Владивосток, ул. Енисейская, д. 22а (дубль 1)",1968,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,2766.5,2562.5,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.165958,131.904313,8195170,"край. Приморский, г. Владивосток, ул. Енисейская, д. 23",1965,08.04.2016 в 10:37,01.01.2008,36 индекс,Многоквартирный дом,На счете регионального оператора,"ООО ""Жилищные услуги""",http://www.reformagkh.ru/mymanager/profile/7711545/,Нет,9,1,1,45,45,1,3540,2390,0,189,2838,0,,Не присвоен,Имеется,Не имеется,Иных элементов благоустройства нет,Дополнительной информации нет,
43.165748,131.904772,7008734,"край. Приморский, г. Владивосток, ул. Енисейская, д. 24",1968,01.04.2016 в 10:52,17.09.2008,Панельный жилой дом. Нет проекта.,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 5""",http://www.reformagkh.ru/mymanager/profile/6946966/,Нет,9,1,1,45,44,1,3010.2,2239.6,103.6,667,2324,0,,D,Имеется,Не имеется,Бельевая площадка.,Не заполнено,
43.254802,132.01133,9071366,"край. Приморский, г. Владивосток, ул. Есенина, д. 73",1987,18.04.2016 в 10:40,01.08.2015,КИРПИЧНЫЙ,Многоквартирный дом,На счете регионального оператора,"МУПВ ""Центральный""",http://www.reformagkh.ru/mymanager/profile/8922522/,Нет,3,3,4,27,27,0,1311.3,757.6,Незаполнено,553.7,0,0,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.254244,132.010845,9049225,"край. Приморский, г. Владивосток, ул. Есенина, д. 77",1993,25.04.2016 в 06:10,02.04.2015,кирпичный,Многоквартирный дом,На счете регионального оператора,"МУПВ ""Центральный""",http://www.reformagkh.ru/mymanager/profile/8922522/,Нет,2,2,1,4,4,0,552.5,438.6,0,113.9,0,0,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.12486,131.92572,8199189,"край. Приморский, г. Владивосток, ул. Жигура, д. 2",1978,04.04.2016 в 06:32,01.11.2015,81 серия,Многоквартирный дом,На счете регионального оператора,"ООО УК ""Дальневосточный Регион - 1""",http://www.reformagkh.ru/mymanager/profile/8920249/,Нет,9,1,4,144,144,0,8805.5,7250,0,250.1,0,0,,B,Имеется,Не имеется,Иных элементов благоустройства нет,Дополнительной информации нет,
43.12486,131.92572,9014025,"край. Приморский, г. Владивосток, ул. Жигура, д. 2, к. .",1978,22.05.2015 в 20:42,Не заполнено,81 серия,Многоквартирный дом,Не заполнено,Не заполнено,,Нет,9,Не заполнено,4,144,Не заполнено,Не заполнено,8805.5,7250,0,Незаполнено,0,Незаполнено,,C,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.125485,131.925011,7590196,"край. Приморский, г. Владивосток, ул. Жигура, д. 4",1976,28.04.2016 в 15:09,15.02.3013,П-43,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,9,0,4,144,144,0,8641.8,7240.9,0,1400.9,4184,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.126282,131.924211,7590197,"край. Приморский, г. Владивосток, ул. Жигура, д. 6",1976,28.04.2016 в 15:09,30.09.2007,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,9,0,4,144,144,0,8423.46,7197.76,0,1225.7,9884,0,,Не присвоен,Не имеется,Имеется,"Урны, скамейки",Не заполнено,
43.127505,131.923124,7590198,"край. Приморский, г. Владивосток, ул. Жигура, д. 12",1975,28.04.2016 в 15:09,01.03.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,61,60,1,3645.6,2813,157.8,674.8,5803,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.128585,131.922935,7590201,"край. Приморский, г. Владивосток, ул. Жигура, д. 16",1975,28.04.2016 в 15:09,01.04.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,62,60,2,3992.4,2849.8,162.3,980.3,7774,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.128466,131.923555,7590199,"край. Приморский, г. Владивосток, ул. Жигура, д. 18",1975,28.04.2016 в 15:09,01.03.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,64,63,1,4055.4,2897.1,349.9,808.4,3807,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.128242,131.924166,7590200,"край. Приморский, г. Владивосток, ул. Жигура, д. 20",1975,28.04.2016 в 15:09,01.03.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,60,60,0,3637.9,2748,0,889.9,3697,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.127946,131.924705,7590202,"край. Приморский, г. Владивосток, ул. Жигура, д. 22",1975,28.04.2016 в 15:09,01.04.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,60,60,0,3583.7,2752.4,0,831.3,4234,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.127236,131.924463,7590203,"край. Приморский, г. Владивосток, ул. Жигура, д. 24",1982,28.04.2016 в 15:10,01.03.2008,П-43,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,16,0,1,128,128,0,9091.32,6867.72,0,2223.6,6561,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.129473,131.926142,8298906,"край. Приморский, г. Владивосток, ул. Жигура, д. 26",2011,22.05.2015 в 20:42,01.12.2011,Не заполнено,Многоквартирный дом,Не заполнено,"ООО ""Управляющая компания Ленинского района""",http://www.reformagkh.ru/mymanager/profile/6955423/,Нет,18,Не заполнено,7,704,Не заполнено,Не заполнено,50691.5,41551.3,3575.6,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.129242,131.92219,7590206,"край. Приморский, г. Владивосток, ул. Жигура, д. 30",1975,28.04.2016 в 15:10,01.02.2008,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,61,60,1,4742.1,2832.6,694.8,1214.7,4714,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.129756,131.921849,7590205,"край. Приморский, г. Владивосток, ул. Жигура, д. 32",1975,28.04.2016 в 15:10,01.12.2007,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,4,66,60,6,5034.8,2840.3,978,1216.5,7044,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.130802,131.921786,7590204,"край. Приморский, г. Владивосток, ул. Жигура, д. 34",1979,28.04.2016 в 15:10,01.12.2007,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,5,0,6,96,91,5,6672.6,4498.7,825.1,1348.8,973,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.131249,131.923178,7590208,"край. Приморский, г. Владивосток, ул. Жигура, д. 40",1993,28.04.2016 в 15:13,01.12.2007,ПП-83,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №18""",http://www.reformagkh.ru/mymanager/profile/7566451/,Нет,10,0,5,201,200,1,16070,11990,17.6,4062.4,4702,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.129532,131.923115,6690562,"край. Приморский, г. Владивосток, ул. Жигура, д. 42",1989,28.04.2016 в 15:10,01.12.2007,ПП-83,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №17""",http://www.reformagkh.ru/mymanager/profile/7566417/,Нет,10,0,4,161,160,1,13573.7,9644.9,8.7,3920.1,4065,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.130729,131.923322,8932375,"край. Приморский, г. Владивосток, ул. Жигура, д. 44",1991,18.06.2015 в 13:23,21.12.2009,83 серия,Многоквартирный дом,На специальном счете организации,"ТСЖ ""Жигура,44""",http://www.reformagkh.ru/mymanager/profile/8914673/,Нет,10,10,6,1,Не заполнено,Не заполнено,20683,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Имеется,Не имеется,Не заполнено,Не заполнено,
43.132868,131.925846,7590209,"край. Приморский, г. Владивосток, ул. Жигура, д. 48",1974,28.04.2016 в 15:13,01.12.2007,П-30,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №18""",http://www.reformagkh.ru/mymanager/profile/7566451/,Нет,5,0,4,60,58,2,4179.2,2778.1,547.6,853.5,2754,0,,Не присвоен,Не имеется,Имеется,"Урны, скамейки",Не заполнено,
43.132078,131.925792,6545600,"край. Приморский, г. Владивосток, ул. Жигура, д. 50",1974,28.04.2016 в 15:13,01.12.2007,1-515/9м,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №18""",http://www.reformagkh.ru/mymanager/profile/7566451/,Нет,9,0,4,144,144,0,8480.31,7254.61,0,1225.7,5387,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.131473,131.924687,7590211,"край. Приморский, г. Владивосток, ул. Жигура, д. 52",1974,28.04.2016 в 15:13,01.12.2007,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №18""",http://www.reformagkh.ru/mymanager/profile/7566451/,Нет,9,0,4,146,145,1,8443.1,7151.1,66.3,1225.7,4425,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.130585,131.926502,7590212,"край. Приморский, г. Владивосток, ул. Жигура, д. 54",1982,28.04.2016 в 15:14,01.04.2008,П-43,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №18""",http://www.reformagkh.ru/mymanager/profile/7566451/,Нет,16,0,1,128,128,0,9055.9,6832.3,0,2223.6,6368,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
55.76,37.64,9106541,"край. Приморский, г. Владивосток, ул. Заводская, д. 4",Не заполнено,15.02.2016 в 03:56,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.154082,131.916171,7583118,"край. Приморский, г. Владивосток, ул. Завойко, д. 2",1973,28.04.2016 в 14:44,01.12.2007,1-515/9м,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №9""",http://www.reformagkh.ru/mymanager/profile/7566153/,Нет,9,0,4,144,144,0,9326.3,7303.3,0,2023,7381.5,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.153674,131.917222,7583122,"край. Приморский, г. Владивосток, ул. Завойко, д. 4",1973,28.04.2016 в 14:44,01.04.2008,1-4-447-с,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №9""",http://www.reformagkh.ru/mymanager/profile/7566153/,Нет,5,0,2,55,55,0,2745,2104.8,0,640.2,5095,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.153187,131.917348,7583124,"край. Приморский, г. Владивосток, ул. Завойко, д. 6",1974,28.04.2016 в 14:44,01.06.2008,1-4-447-с,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №9""",http://www.reformagkh.ru/mymanager/profile/7566153/,Нет,5,0,4,93,91,2,4208.3,3576.5,151.1,480.7,8089.2,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
