	Unnamed: 0	name	cat	address	emp	vac	lat	lon	district
0	0	" Филиал № 1 ООО ""МЕГАКОМ"" В Г.ВЛАДИВОСТОК"	Торговля оптовая напитками…	690039, г Владивосток, ул Русская, д. 46, корп. Б	57	3	43.166235	131.913458	Советский
1	1	" Филиал ООО ""Риквэст-Сервис"""	Стирка и химическая чистка текстильных и меховых изделий	690088, г Владивосток, ш Военное, д. 1, корп. А	93	2	43.1329913	131.9154604	Первореченский
2	2	"""Азиатско-Тихоокеанский Банк"" (ПАО) "	Денежное посредничество прочее…	690091, г Владивосток, ул Светланская, д. 56	209	16	43.113707	131.8956449	Ленинский
3	3	"""ВЛАДИВОСТОКСКИЙ МОЛОЧНЫЙ КОМБИНАТ"" ФИЛИАЛ АО ""ВБД"""	Производство молока (кроме сырого) и молочной продукции	690087, г Владивосток, ул Стрелочная, д. 19	23	0	43.133784	131.9315649	Первореченский
4	4	"""ВЛАДИВОСТОКСКИЙ"" ФИЛИАЛ ФГУП ""МОСКОВСКОЕ ПРОП"" МИНТРУДА РОССИИ"	Производство медицинских инструментов и оборудования…	690068, г Владивосток, ул Магнитогорская, д. 8	62	3	43.1769989	131.9162445	Советский
5	5	"""ВМРК"" ФГБОУ ВО ""Дальрыбвтуз"""	Образование высшее…	690068, г Владивосток, ул Кирова, д. 93	150	6	43.182045	131.9105	Советский
6	6	"""ДМУ"" (филиал) ФГБОУ ВО ""Дальрыбвтуз"""	Образование высшее	692903, г Находка, пр-кт Находкинский, д. 86	139	0	42.7877047	132.8611598	
7	7	"""ДОРОЖНАЯ ДИСТАНЦИЯ № 4"" ФКУ МИНОБОРОНЫ РОССИИ ""ДЭУ № 16"""	Деятельность, связанная с обеспечением военной безопасности…	690105, г Владивосток, ул Бородинская, д. 26	33	0	43.1649718	131.9420362	
8	8	"""МАКРО-РЕГИОН ""ДАЛЬНИЙ ВОСТОК"" "	Деятельность по предоставлению услуг телефонной связи	690033, г Владивосток, пр-кт 100-летия Владивостока, д. 57, корп. Д	287	1	43.15704	131.91069	Первореченский
9	9	"696 отряд судов обеспечения флота - ФКУ ""Войсковая часть 62665"" "	Деятельность, связанная с обеспечением военной безопасности	690091, г Владивосток, ул Корабельная Набережная, д. 17, 36 причал, КПП под опорой моста	1540	0	43.1133084	131.8947857	Ленинский
10	10	"OOO ""Инженерный квартал"""	Производство электромонтажных работ	692801, г Большой Камень, ул Степана Лебедева, д. 1	59	3	43.1161933	132.3414088	
11	11	Автобаза ДВО РАН ФГУП	Деятельность сухопутного и трубопроводного транспорта	690022, г Владивосток, пр-кт 100 лет Владивостоку, д. 161, корп. А	24	0	43.1894304	131.9156842	Советский
12	12	"Автоколонна 1273 ПАО ""Приморавтотранс"""	Деятельность сухопутного пассажирского транспорта: внутригородские и пригородные перевозки пассажиров	692522, г Уссурийск, ул Тургенева, д. 113	191	1	43.815178	131.96782	
13	13	"Административно-хозяйственный центр - структурное подразделение Дальневосточной железной дороги - филиала ОАО ""РЖД"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки…	690090, г Владивосток, ул Алеутская, д. 6, офис 102,113	106	1	43.1126578	131.8818456	Фрунзенский
14	14	Администрация города Владивостока	Деятельность органов местного самоуправления муниципальных районов	690091, г Владивосток, пр-кт Океанский, д. 20	631	0	43.1194628	131.8875793	Ленинский
15	15	Администрация Приморского края	Деятельность органов государственного управления и местного самоуправления по вопросам общего характера	690091, г Владивосток, ул Светланская, д. 22	1835	0	43.1157448	131.883328	Фрунзенский
16	16	"АКБ ""АЛМАЗЭРГИЭНБАНК"" АО"	Денежное посредничество прочее	690091, г Владивосток, пр-кт Океанский, д. 17, офис 109, собеседование по предварительному согласованию с работодателем по телефону	694	0	43.1194446	131.8864772	Фрунзенский
17	17	"АКБ ""Бэнк оф Чайна"" (АО)"	Денежное посредничество прочее	690003, г Владивосток, ул Верхнепортовая, д. 44, корп. А	85	2	43.1038495	131.870128	Фрунзенский
18	18	"АНО ""ХК ""АДМИРАЛ ПК"""	Деятельность спортивных объектов…	690024, г Владивосток, ул Маковского, д. 284	22	1	43.2369355	132.0410674	Советский
19	19	"АНОО ""Православная гимназия"""	Образование среднее общее	690049, г Владивосток, ул Бородинская, д. 25	33	0	43.1665049	131.9241625	
20	20	"АНОО ДПО ""Автошкола ПРОФИ ЦЕНТР"""	Образование	690035, г Владивосток, ул Вязовая, д. 1, корп. В	42	2	43.0989201	131.9218309	Первомайский
21	21	"АНОО ДПО ""ПМЦ"""	Образование профессиональное среднее…	690014, г Владивосток, ул Гоголя, д. 41, офис 5625	38	1	43.1255093	131.9053006	Ленинский
22	22	"АНПОО ""Дальневосточный центр непрерывного образования"""	Аренда и управление собственным или арендованным нежилым недвижимым имуществом…	"690014, г Владивосток, ул Гоголя, д. 41, офис 6505, территория ""ВГУЭС"" спортивный корпус, 2 этаж"	389	0	43.1255093	131.9053006	Ленинский
23	23	"Анучинский филиал ФГБУ ""Управление ""Приммелиоводхоз"""	Предоставление услуг в области растениеводства	692301, р-н Анучинский, с Анучино, ул Петровского, д. 53	25	2	43.9666497	133.0518053	
24	24	"АО ""1470 УМТО"""	Деятельность по складированию и хранению…	690034, г Владивосток, ул Фадеева, д. 42	466	2	43.0990356	131.963791	Ленинский
25	25	"АО ""44 РЗ РТВ"""	Ремонт и техническое обслуживание судов и лодок…	690080, г Владивосток, ул Борисенко, д. 100, корп. Д, офис 4 В/Г	33	1	43.08444	131.96408	Первомайский
26	26	"АО ""92 СРЗ"""	Ремонт и техническое обслуживание судов и лодок…	690012, г Владивосток, ул Калинина, д. 244	126	1	43.0934131	131.9012954	Первомайский
27	27	"АО ""98 АРЗ"""	Деятельность, связанная с обеспечением военной безопасности…	690089, г Владивосток, ул Иртышская, д. 19	16	0	43.1629994	131.9257147	Первореченский
28	28	"АО ""Автоматика"""	Ремонт машин и оборудования	690001, г Владивосток, ул Светланская, д. 113, корп. Г	41	0	43.114906	131.90971	Ленинский
29	29	"АО ""Анкувер"""	Производство алюминия…	692764, г Артем, ул Центральная, д. 1, корп. А, офис 8	109	1	43.3711765	132.2722654	
30	30	"АО ""БАНК РУССКИЙ СТАНДАРТ"""	Денежное посредничество прочее	690091, г Владивосток, ул Пограничная, д. 15, корп. в	48	0	43.1231183	131.8813447	Фрунзенский
31	31	"АО ""Бетоныч"""	Производство товарного бетона	690074, г Владивосток, ул Руднева, д. 17, офис 2/10	158	2	43.1355674	131.9558615	Первореченский
32	32	"АО ""ВАРЯГ-ТЕХСЕРВИС"""	Ремонт электрического оборудования…	690105, г Владивосток, ул Русская, д. 94, корп. а	141	5	43.1728747	131.9389921	Советский
33	33	"АО ""ВБЩЗ"""	Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев	690028, г Владивосток, ул Руднева, д. 17	155	4	43.1355674	131.9558615	Первореченский
34	34	"АО ""Винлаб"""	Торговля розничная напитками в специализированных магазинах	690068, г Владивосток, пр-кт 100-летия Владивостока, д. 155, корп. 2, офис 24	60	4	43.1790701	131.9187624	Советский
35	35	"АО ""Винлаб-Благовещенск"""	Торговля розничная алкогольными напитками, кроме пива, в специализированных магазинах…	690068, г Владивосток, пр-кт 100-летия Владивостока, д. 155	121	0	43.1790701	131.9187624	Советский
36	36	"АО ""ВКПП"""	Производство изделий из бетона для использования в строительстве…	690074, г Владивосток, ул Снеговая, д. 42, корп. Б	68	0	43.135907	131.9690285	Первореченский
37	37	"АО ""Владивостокский ГУМ"""	Аренда и управление собственным или арендованным недвижимым имуществом…	690091, г Владивосток, ул Светланская, д. 35	46	0	43.1156895	131.8879066	Ленинский
38	38	"АО ""Владхлеб"""	Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения…	690014, г Владивосток, пр-кт Народный, д. 29	641	19	43.1291119	131.9179169	Первореченский
39	39	"АО ""ВОЕНТОРГ-ВОСТОК"""	Деятельность, связанная с обеспечением военной безопасности…	690003, г Владивосток, ул Верхнепортовая, д. 12б	460	3	43.1081509	131.8786619	Фрунзенский
40	40	"АО ""ВОП ""Гранит"""	Производство инструментов и приборов для измерения, тестирования и навигации	690039, г Владивосток, ул Енисейская, д. 55	150	11	43.1735369	131.9093795	Советский
41	41	"АО ""ВОСТОКТЕЛЕКОМ"""	Деятельность по предоставлению услуг телефонной связи	690091, г Владивосток, ул Прапорщика Комарова, д. 27	79	0	43.1221607	131.8895433	Ленинский
42	42	"АО ""ВОСТОКТРАНССЕРВИС"""	Рыболовство морское	690012, г Владивосток, ул Калинина, д. 231	107	0	43.0922179	131.8895987	Первомайский
43	43	"АО ""Восточная верфь"""	Строительство кораблей, судов и плавучих конструкций…	690017, г Владивосток, ул Героев Тихоокеанцев, д. 1	1022	17	43.0857261	131.9233687	Первомайский
44	44	"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ДАЛЬНИЙ ВОСТОК"""	Распределение газообразного топлива по газораспределительным сетям	690002, г Владивосток, ул Мельниковская, д. 119, Обязательна предварительная запись на собеседование по телефону; наличие резюме у кандидатов	96	0	43.1343723	131.909678	Первореченский
45	45	"АО ""Гипрогазцентр"""	Деятельность в области архитектуры, связанная с созданием архитектурного объекта	690091, г Владивосток, ул Алеутская, д. 11, офис 512	1065	0	43.1131641	131.8808518	Фрунзенский
46	46	"АО ""ДАЛЬЖАСО"""	Страхование жизни	690002, г Владивосток, пр-кт Океанский, д. 123, корп. Б	46	0	43.1335679	131.9018893	Первореченский
47	47	"АО ""Дальзавод-Терминал"""	Транспортная обработка грузов	690001, г Владивосток, ул Дальзаводская, д. 2, офис 201	193	4	43.112048	131.9124974	Ленинский
48	48	"АО ""ДАЛЬИНВЕСТГРУПП"""	Деятельность головных офисов…	690091, г Владивосток, ул Уборевича, д. 17, корп. А, 2-ой этаж в 3-этажном здании	11	0	43.1187539	131.8902765	Ленинский
49	49	"АО ""ДАЛЬКОМХОЛОД"""	Хранение и складирование замороженных или охлажденных грузов…	690035, г Владивосток, стр Причал 44	238	2	43.1164904	131.8823937	Первомайский
50	50	"АО ""ДАЛЬНЕВОСТОЧНОЕ ПГО """	Работы геолого-разведочные, геофизические и геохимические в области изучения недр и воспроизводства минерально-сырьевой базы…	690091, г Владивосток, пр-кт Океанский, д. 29/31	474	0	43.1223365	131.8877074	Фрунзенский
51	51	"АО ""Дальневосточный арсенал"""	Производство оружия и боеприпасов	690065, г Владивосток, ул Сипягина, д. 21	21	0	43.0944305	131.858596	Фрунзенский
52	52	"АО ""ДАЛЬРЫБА"""	Рыболовство	г Владивосток, ул.Светланская, 51а	415	0	43.1151794	131.8936892	Ленинский
53	53	"АО ""Дальрыбпром"""	Рыболовство морское…	690106, г Владивосток, пр-кт Океанский, д. 69, офис 416	152	0	43.1286497	131.8921162	Фрунзенский
54	54	"АО ""Дальрыбтехцентр"""	Производство машин и оборудования для изготовления текстильных, швейных, меховых и кожаных изделий	690012, г Владивосток, ул Калинина, д. 42	96	0	43.1032106	131.8973223	Первомайский
55	55	"АО ""ДВЭУК-ГЕНЕРАЦИЯСЕТИ"""	Торговля электроэнергией…	690003, г Владивосток, ул Станюковича, д. 1, офис 707	119	3	43.1061064	131.8716923	Фрунзенский
56	56	"АО ""ДНИИМФ"""	Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях	690091, г Владивосток, ул Фонтанная, д. 40	212	2	43.1189103	131.8897125	Ленинский
57	57	"АО ""ДТА-КОНСТРУКЦИЯ"""	Деятельность сухопутного и трубопроводного транспорта	г Артем, 1 Рабочая 83а	13	1	43.332322	132.097182	
58	58	"АО ""ДЭСП"""	Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора	690106, г Владивосток, пр-кт Партизанский, д. 26	3	0	43.1257061	131.8973796	Ленинский
59	59	"АО ""Изумруд"""	Производство радиолокационной, радионавигационной аппаратуры и радиоаппаратуры дистанционного управления	690105, г Владивосток, ул Русская, д. 65	713	20	43.170443	131.93509	Советский
60	60	"АО ""ИНТРАРОС"""	Рыболовство морское…	690001, г Владивосток, ул Пушкинская, д. 87	201	0	43.1152442	131.9126358	Ленинский
61	61	"АО ""ИПК ""ДАЛЬПРЕСС"""	Деятельность полиграфическая и предоставление услуг в этой области…	690106, г Владивосток, пр-кт Красного Знамени, д. 10	129	0	43.1290083	131.8900767	
62	62	"АО ""КОКК"""	Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки	690091, г Владивосток, пр-кт Океанский, д. 26, офис 503	522	0	43.1204491	131.8874196	Ленинский
63	63	"АО ""КРОКУС"""	Аренда и управление собственным или арендованным нежилым недвижимым имуществом…	690091, г Владивосток, пр-кт Океанский, д. 17, офис 611	158	0	43.1194446	131.8864772	Фрунзенский
64	64	"АО ""Курское"""	Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур…	г Владивосток, ул Алеутская, д. 45, офис 503/1	40	0	43.1209118	131.8837968	Фрунзенский
65	65	"АО ""ННК-Приморнефтепродукт"""	Торговля оптовая моторным топливом, включая авиационный бензин	690062, г Владивосток, пр-кт Острякова, д. 44, корп. а	1347	4	43.1350357	131.8989419	Фрунзенский
66	66	"АО ""ОЛЬГЕРД"""	Деятельность сухопутного пассажирского транспорта: внутригородские и пригородные перевозки пассажиров…	690025, г Владивосток, ул Успенского, д. 62, корп. А, ст. Океанская,  складской комплекс	50	0	43.2407331	132.0126418	Советский
67	67	"АО ""ПААК"""	Деятельность вспомогательная, связанная с воздушным и космическим транспортом…	690091, г Владивосток, ул Адмирала Фокина, д. 24, корп. В	165	3	43.116486	131.88718	
68	68	"АО ""Примавтодор"""	Строительство мостов и тоннелей…	690062, г Владивосток, ул Нефтеветка, д. 8	2684	0	43.1370168	131.9101546	Первореченский
69	69	"АО ""ПРИМОРАГП"""	Деятельность топографо-геодезическая	690077, г Владивосток, ул 50 лет ВЛКСМ, д. 1	46	0	43.1018699	131.9382487	Первомайский
70	70	"АО ""ПРИМОРГАЗ"""	Производство и распределение газообразного топлива	690016, г Владивосток, ул Борисенко, д. 34	92	0	43.1001509	131.9493235	Первомайский
71	71	"АО ""ПРИМОРСКЛЕСПРОМ"""	Торговля оптовая древесным сырьем и необработанными лесоматериалами…	690090, г Владивосток, ул Суханова, д. 3	197	12	43.1176019	131.8931637	Ленинский
72	72	"АО ""ПТДК"""	Торговля розничная книгами в специализированных магазинах…	690034, г Владивосток, ул Фадеева, д. 45, корп. А	66	1	43.1006891	131.9556657	Ленинский
73	73	"АО ""Р/К ""ВОСТОК-1"""	Рыболовство морское	690106, г Владивосток, пр-кт Красного Знамени, д. 42	1097	0	43.1282882	131.8980747	
74	74	"АО ""РЕНЕССАНС АКТИВ"""	Строительство зданий	690105, г Владивосток, ул Русская, д. 65	320	0	43.170443	131.93509	Советский
75	75	"АО ""Роял Кредит Банк"""	Денежное посредничество прочее	690068, г Владивосток, пр-кт 100-летия Владивостока, д. 155, корп. 1, офис литер Б	174	0	43.1790701	131.9187624	Советский
76	76	"АО ""РСЦ"""	Строительство жилых и нежилых зданий	690005, г Владивосток, ул Светланская, д. 150	84	1	43.1121306	131.9347731	Ленинский
77	77	"АО ""РТК"""	Торговля розничная аудио- и видеотехникой в специализированных магазинах…	690001, г Владивосток, ул Дальзаводская, д. 23, Собеседование каждую среду в 13.00 час.	246	0	43.1122522	131.9131745	Ленинский
78	78	"АО ""РУСГИДРО ЛОГИСТИКА"""	Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами…	г Владивосток, ул Западная, д. 29	37	1	43.1256552	131.8794862	Фрунзенский
79	79	"АО ""СОЮЗ-РЕМОНТ"""	Строительство кораблей, судов и лодок…	690021, г Владивосток, ул Калинина, д. 244, 2-й этаж	115	0	43.0934131	131.9012954	Первомайский
80	80	"АО ""Терминал Астафьева"""	Транспортная обработка прочих грузов…	692920, г Находка, ул Астафьева, д. 1	435	5	42.797022	132.8915341	
81	81	"АО ""Фармация"""	Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)…	690106, г Владивосток, пр-кт Партизанский, д. 44, корп. 3	40	0	43.1272395	131.9036024	Ленинский
82	82	"АО ""ФИРМА ""АВРОРА"""	Производство изделий из бетона для использования в строительстве…	690074, г Владивосток, ул Снеговая, д. 18, корп. А	79	11	43.1371207	131.9535236	Первореченский
83	83	"АО ""ФПК"""	Перевозка пассажиров железнодорожным транспортом в междугородном сообщении	690088, г Владивосток, ш Военное, д. 1, корп. а	1008	5	43.1329913	131.9154604	Первореченский
84	84	"АО ""ШУ ВОСТОЧНОЕ"""	Добыча антрацита подземным способом	692567, р-н Октябрьский, пгт Липовцы, ул Ленина, д. 2	14	0	44.1942765	131.7232145	
85	85	"АО ""Экспресс Приморья"""	Перевозка пассажиров железнодорожным транспортом в междугородном сообщении…	690002, г Владивосток, ул Амурская, д. 88	444	2	43.1353118	131.9048824	
86	86	"АО ВМУ ""ДЭМ"""	Производство электромонтажных работ…	690011, г Владивосток, ул Новожилова, д. 21	134	4	43.0897042	131.9563945	Первомайский
87	87	"АО ВП ""ЭРА"""	Ремонт электрического оборудования…	690001, г Владивосток, ул Пионерская, д. 1, Кабинет 102, 103А. Режим работы с 08.30 до 17.30 (обед с 12.00 до 13.00)	593	20	43.1103601	131.9232768	Ленинский
88	88	АО Райффайзенбанк филиал Дальневосточный Операционный офис Владивостокский	Денежное посредничество прочее	690002, г Владивосток, пр-кт Острякова, д. 8	46	0	43.1304023	131.9013797	Фрунзенский
89	89	"АО ХК ""ДМП"""	Рыболовство морское…	690091, г Владивосток, ул Пологая, д. 53	169	0	43.121212	131.88693	
90	90	"Арсеньевский филиал КГКУ ""Приморское лесничество"""	Лесоводство и прочая лесохозяйственная деятельность	692331, г Арсеньев, ул 9 Мая, д. 83	50	5	44.159814	133.28515	
91	91	"Артемовский филиал КГУП ""Примтеплоэнерго"""	Передача пара и горячей воды (тепловой энергии)	г Артем, ул Кирова, д. 7, корп. а	682	13	43.355931	132.17476	
92	92	"Ассоциация ""ФК ""Луч"""	Деятельность спортивных объектов	690048, г Владивосток, ул Овчинникова, д. 26, корп. а	81	0	43.1544661	131.907338	Первореченский
93	93	"Банк ""Таатта"" АО"	Денежное посредничество прочее	690091, г Владивосток, ул Суханова, д. 3, корп. А, 1-й этаж	382	0	43.1175396	131.8938055	Ленинский
94	94	БАРТКО РОМАН ВЛАДИМИРОВИЧ	Торговля розничная замороженными продуктами в неспециализированных магазинах	690069, г Владивосток, ул Давыдова, д. 18	52	0	43.1728659	131.9201906	Советский
95	95	"Большекаменский филиал КГУП ""Примтеплоэнерго"""	Производство пара и горячей воды (тепловой энергии)…	692802, г Большой Камень, ул Имени В.А.Маслакова, д. 10	370	15	43.116654	132.350794	
96	96	БСИ ДВО РАН	Научные исследования и разработки в области естественных и технических наук прочие	690024, г Владивосток, ул Маковского, д. 142	130	0	43.2240991	131.9935363	Советский
97	97	В/ч 13079	Хранение ядерных материалов и радиоактивных веществ	385000, г Владивосток, бухта Горностай	434	0	43.1122806	132.0141762	Ленинский
98	98	в/ч 25030-2	Деятельность, связанная с обеспечением военной безопасности	692490, р-н Надеждинский, с Прохладное, ул Центральная, д. 2	1620	1	43.3359016	132.0406159	
99	99	В/ч 25151 ФБУ	Деятельность, связанная с обеспечением военной безопасности	690077, г Владивосток, ул Вилкова, д. 41	110	0	43.1006552	131.9285627	Первомайский
100	100	В/ч 40128	Деятельность, связанная с обеспечением военной безопасности	690001, г Владивосток, ул Экипажная, д. 8	1344	0	43.1118005	131.9198868	Ленинский
101	101	"Верхне-Перевальнинский филиал КГКУ ""Приморское лесничество"""	Лесоводство и прочая лесохозяйственная деятельность	692020, р-н Пожарский, с Пожарское, ул Партизанская, д. 1	32	2	46.2541266	134.0666979	
102	102	"Владивостокская дистанция электроснабжения структурное подразделение Дальневосточной дирекции по энергообеспечению - структурное подразделение Трансэнерго - филиала ОАО ""РЖД"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки…	690062, г Владивосток, ул Проходная 1-я, д. 44, корп. А	272	6	43.137947	131.90329	Первореченский
103	103	Владивостокская механизированная дистанция погрузочно-разгрузочных работ и коммерческих операций	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки	690002, г Владивосток, ул Амурская, д. 88	311	9	43.1353118	131.9048824	
104	104	"ВЛАДИВОСТОКСКАЯ СДАТОЧНАЯ БАЗА АО ""ХАБАРОВСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД"""	Ремонт и техническое обслуживание судов и лодок	690001, г Владивосток, ул Дальзаводская, д. 2	0	0	43.112048	131.9124974	Ленинский
105	105	Владивостокская таможня	Деятельность органов государственного управления и местного самоуправления по вопросам общего характера…	690003, г Владивосток, ул Посьетская, д. 21, корп. А	930	0	43.1112729	131.8788297	Фрунзенский
106	106	Владивостокская Фармацевтическая фабрика ОАО	Производство лекарственных препаратов	690034, г Владивосток, ул Воропаева, д. 9	90	0	43.1057075	131.9464012	Ленинский
107	107	"Владивостокский ДКЖ - СП ДСС ДВЖД - филиала ОАО ""РЖД"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки	г Владивосток, пр-кт Партизанский, д. 62, корп. А	46	1	43.1296682	131.908802	
108	108	"Владивостокский отдел материально-технического обеспечения Дальневосточной дирекции снабжения - структурного подразделения Центральной дирекции закупок и снабжения - филиала ОАО ""РЖД"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки…	690088, г Владивосток, ул Военное шоссе, д. 5, корп. В	92	1	43.1330542	131.9191062	Первореченский
109	109	"Владивостокский региональный центр связи-структурное подразделение Хабаровской дирекции связи Центральной станции связи- филиал ОАО ""РЖД"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки…	690078, г Владивосток, ул Амурская, д. 96	340	2	43.13462	131.9063	
110	110	"Владивостокский филиал  НОУ ВПО ""Санкт-Петербургский гуманитарный университет профсоюзов"""	Образование высшее	690091, г Владивосток, ул Всеволода Сибирцева, д. 15, 5-й этаж	46	0	43.1166963	131.8997962	Ленинский
111	111	"Владивостокский филиал АО ""АльфаСтрахование"""	Деятельность вспомогательная в сфере страхования и пенсионного обеспечения…	690002, г Владивосток, пр-кт Острякова, д. 5, корп. г	56	0	43.1302381	131.9005518	Фрунзенский
112	112	"ВЛАДИВОСТОКСКИЙ ФИЛИАЛ АО ""ПЕРВАЯ ГРУЗОВАЯ КОМПАНИЯ"""	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки	"690091, г Владивосток, пр-кт Океанский, д. 17, административное здание ""Фрэш плаза"", этаж 12"	77	2	43.1194446	131.8864772	Фрунзенский
113	113	"ВЛАДИВОСТОКСКИЙ ФИЛИАЛ АО ""СОГАЗ"""	Страхование, кроме страхования жизни	690002, г Владивосток, пр-кт Океанский, д. 112, корп. А	85	0	43.132305	131.9072909	Первореченский
114	114	"ВЛАДИВОСТОКСКИЙ ФИЛИАЛ КГУП ""ПРИМТЕПЛОЭНЕРГО"""	Производство пара и горячей воды (тепловой энергии)…	690001, г Владивосток, ул Дальзаводская, д. 2, СТР.13. Собеседование по предварительному звонку	506	10	43.112048	131.9124974	Ленинский
115	115	"Владивостокский филиал ФГКОУ ВО ""Дальневосточный юридический институт Министерства внутренних дел Российской Федерации"""	Образование высшее	690087, г Владивосток, ул Котельникова, д. 21	75	3	43.1272199	131.9362404	Ленинский
116	116	"Владивостокский филиал ФГУП ""Национальные рыбные ресурсы"""	Рыболовство	690012, г Владивосток, ул Березовая, д. 25, Здание находится на территории порта, требуется оформление спецпропуска.	50	2	43.0986982	131.8847478	Первомайский
117	117	"Владивостокский центр организации работы железнодорожных станций структурное подразделение Дальневосточной дирекции управления движением – структурного подразделения Центральной дирекции управления движением - филиала ОАО ""РЖД"" "	Деятельность железнодорожного транспорта: междугородные и международные пассажирские перевозки…	690091, г Владивосток, ул Алеутская, д. 6, офис 106,114	2026	15	43.1126578	131.8818456	Фрунзенский
118	118	"Владивостокское лесничество МО РФ - Филиал ФГКУ ""УЛХИП"" Минобороны России"	Лесоводство и прочая лесохозяйственная деятельность…	690003, г Владивосток, ул Посьетская, д. 15, 1 этаж, отдел кадров. Собеседование по предварительной записи по телефону	150	1	43.1096759	131.8780699	Фрунзенский
119	119	Владивостокское ЛУ МВД России на транспорте	Деятельность по обеспечению общественного порядка и безопасности	690003, г Владивосток, ул Верхнепортовая, д. 5, корп. А	313	1	43.109055	131.88043	Фрунзенский
120	120	ВОЕННЫЙ КОМИССАРИАТ ПРИМОРСКОГО КРАЯ	Деятельность, связанная с обеспечением военной безопасности	690069, г Владивосток, ул Давыдова, д. 11	974	21	43.1767022	131.9212431	Советский
121	121	Войсковая часть 2459 ПУ ФСБ России по Приморскому краю	Деятельность по обеспечению общественного порядка и безопасности	690091, г Владивосток, ул Светланская, д. 67	93	16	43.1142243	131.8979889	Ленинский
122	122	Войсковая часть 25030-2	Деятельность, связанная с обеспечением военной безопасности	690912, г Владивосток, п Трудовое, ул Лермонтова, д. 84, Ориентир дом 84 (сразу за этим домом)	1620	5	43.2948853	132.0599983	
123	123	Войсковая часть 25030-23	Деятельность, связанная с обеспечением военной безопасности	690105, г Владивосток, ул Русская, д. 73ж	18964	1	43.167168	131.94122	Советский
124	124	ВОЙСКОВАЯ ЧАСТЬ 45163 ФКУ УФО МО РФ ПО ПРИМОРСКОМУ КРАЮ	Деятельность, связанная с обеспечением военной безопасности	690017, г Владивосток, ул Патрокл, д. 27	234	10	43.0930646	131.9361871	Первомайский
125	125	Войсковая часть 51335	Деятельность, связанная с обеспечением военной безопасности	690001, г Владивосток, ул Дальзаводская, д. 27, корп. А	102	1	43.1120748	131.9151896	Ленинский
126	126	Войсковая часть 77194	Деятельность, связанная с обеспечением военной безопасности	690001, г Владивосток, ул Экипажная, д. 8, строение 28	415	9	43.1118005	131.9198868	Ленинский
127	127	Восточная больница ФГБУЗ ДВОМЦ ФМБА России	Деятельность больничных организаций	692943, г Находка, мкр Врангель, ул Бабкина, д. 19	215	12	42.772014	133.0581585	
128	128	ГАПК	Деятельность библиотек, архивов, музеев и прочих объектов культуры	690080, г Владивосток, ул Командорская, д. 11, 3 этаж	72	2	43.0974645	131.9742787	Первомайский
129	129	"ГАПОУ ""Приморский краевой колледж искусств"""	Образование профессиональное среднее	690039, г Владивосток, ул Русская, д. 40	199	0	43.16607	131.9104905	Советский
130	130	ГАУ ДПО ПК ИРО	Образование профессиональное дополнительное…	690003, г Владивосток, ул Станюковича, д. 28	123	1	43.1076163	131.8740994	Фрунзенский
131	131	"ГАУЗ ""КККВД"""	Деятельность больничных организаций	690033, г Владивосток, ул Гамарника, д. 18, корп. В	323	3	43.158253	131.91507	Первореченский
132	132	"ГАУЗ ""ККЦ СВМП"""	Деятельность больничных организаций	690091, г Владивосток, ул Уборевича, д. 30, корп. 37	667	16	43.1214146	131.8921982	Ленинский
133	133	"ГАУЗ ""КРАЕВАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА"""	Стоматологическая практика	690037, г Владивосток, ул Адмирала Кузнецова, д. 64, корп. а	65	5	43.1203914	131.9447379	Ленинский
134	134	"ГАУЗ ""ПК МИАЦ"""	Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая	690091, г Владивосток, ул Лазо, д. 9	69	0	43.1152627	131.8947155	Ленинский
135	135	"ГАУК ""Крайдрамтеатр имени М.Горького"""	Деятельность в области исполнительских искусств	г Владивосток, ул.Светланская, 49	186	5	43.1158672	131.8935218	Ленинский
136	136	"ГАУК ""Приморская краевая филармония"""	Деятельность в области исполнительских искусств	690091, г Владивосток, ул Светланская, д. 15	145	0	43.1164475	131.8834526	Фрунзенский
